@relation myInstances

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute label {other,fall,run}

@data
3.749434,2.976084,12.275447,0.287313,-2.083019,7.92505,1.753112,0.711148,9.550858,0.617464,1.845487,1.131122,0.785789,1.358487,1.063542,1.580221,0.787716,9.26345,0.903201,0.477791,-0.482046,-1.224443,-0.671247,-2.091676,-0.062192,-0.06525,-1.092166,0.186385,0.055807,0.162284,0.431723,0.236235,0.402845,0.029053,-0.051829,-1.110016,3.001988,3.001988,3.001988,1.01527,1.01527,1.01527,2.268378,0.013217,9.403371,0.439443,2.169654,0.018449,0.662905,1.472975,0.135828,2.476773,-0.177992,9.354426,2.044613,2.044613,2.044613,-2.317796,-2.317796,-2.317796,-0.508323,0.704946,0.152778,0.630618,0.428887,1.14882,0.794115,0.654894,1.07183,-0.649161,0.819523,-0.013398,0.103917,-0.084543,0.75835,0.985839,-0.04336,-0.15335,-0.164539,0.645492,0.034081,-0.13093,0.290955,0.889293,0.001842,0.000438,0.093402,0.011589,0.04292,0.020932,0.305617,0.10765,0.038739,-0.138852,0.280762,0.943573,other
3.026363,3.10298,12.416709,-0.572232,0.713494,6.577073,0.906185,1.880799,9.344519,0.972035,0.328821,1.345763,0.985918,0.57343,1.16007,0.785322,2.035134,9.313729,0.612429,0.841866,0.074452,-0.50973,-0.531359,-1.096576,-0.062974,-0.072458,-0.634933,0.064789,0.078213,0.082972,0.254537,0.279667,0.288048,-0.102283,-0.112305,-0.648201,2.413452,2.413452,2.413452,-0.134213,-0.134213,-0.134213,1.5534,3.000928,9.182921,0.291342,0.130706,0.007964,0.539761,0.361534,0.08924,1.618531,2.962326,9.178839,1.908368,1.908368,1.908368,-2.431367,-2.431367,-2.431367,-0.647215,-1.120129,0.161598,1.016309,0.638244,1.317204,1.008122,0.798902,1.147695,-0.52704,-0.961071,0.156735,0.132453,-0.121462,-0.170373,0.96867,0.064964,-0.174343,-0.692427,0.698746,0.094044,-0.149347,-0.490863,0.836209,0.000475,0.000185,0.021835,0.006453,0.021785,0.013585,0.147766,0.080329,0.086546,-0.148769,-0.523512,0.830563,other
12.565154,4.95136,17.715239,-5.593026,-2.885101,3.921822,0.266938,1.046394,9.518966,6.112809,1.595659,4.748966,2.47241,1.263194,2.179212,0.045491,1.292908,9.785401,1.835381,8.57542,4.665104,-2.390584,-7.464068,-1.089246,-0.032571,0.103611,0.363721,0.566153,4.41824,1.149584,0.752432,2.101961,1.072187,0.034551,-0.302284,0.090335,4.989534,4.989534,4.989534,-2.626776,-2.626776,-2.626776,0.432403,2.315553,9.352757,2.704914,0.388089,0.086348,1.644662,0.622968,0.293851,0.186117,2.479016,9.458857,7.88274,7.88274,7.88274,-5.761572,-5.761572,-5.761572,-0.148513,-1.269805,0.155339,3.711082,1.406732,4.449365,1.926417,1.186058,2.109352,0.078118,-1.091164,0.298245,0.143389,0.079107,-0.431915,0.896208,-0.11931,-0.281308,-0.842703,0.509168,0.052335,-0.098244,-0.714212,0.655889,0.003423,0.007437,0.019757,0.017179,0.058507,0.086237,0.140561,0.13107,0.068318,-0.112049,-0.777548,0.619384,other
0.227456,2.569057,11.281823,-5.33205,0.28013,6.68721,-2.450899,1.688562,9.015331,2.357834,0.304847,1.03631,1.535524,0.55213,1.017993,-2.320052,1.654444,8.964165,0.744376,0.825984,1.210051,-0.91901,-0.877108,-0.632319,-0.023793,0.146861,0.375566,0.130478,0.15358,0.286664,0.361217,0.391893,0.53541,-0.009432,0.179078,0.524049,0.109066,0.109066,0.109066,-2.281911,-2.281911,-2.281911,-0.971711,2.431791,9.399747,0.53679,0.41676,0.01342,0.732659,0.64557,0.115845,-0.678166,2.41372,9.43021,0.914417,0.914417,0.914417,-3.665844,-3.665844,-3.665844,-1.479189,-0.743229,-0.384417,1.125704,0.475433,1.062132,1.060992,0.689517,1.030598,-1.618974,-0.929385,-0.336665,0.164625,0.097158,-0.068731,0.985222,0.097453,-0.077231,-0.524947,0.835709,0.128283,-0.000264,-0.357236,0.912398,0.000468,0.003865,0.01692,0.002439,0.021627,0.062172,0.130075,0.049387,0.122032,-0.014757,-0.357443,0.920557,other
3.414236,4.774184,19.364895,-10.312141,-2.703136,3.0527,-3.022365,1.94135,8.677666,3.235873,1.688943,4.065517,1.798853,1.299593,2.016313,-2.815667,2.276955,8.930645,3.192724,3.379401,1.186227,-3.764421,-7.873348,-3.739179,-0.063793,-0.173489,0.094281,1.316699,3.209666,0.836448,1.147475,1.791554,0.914575,-0.099229,0.199236,0.492895,2.049203,2.049203,2.049203,-4.945922,-4.945922,-4.945922,-2.382598,1.674916,9.287362,1.05539,0.336316,0.055942,1.027322,0.579927,0.23652,-2.304046,1.851337,9.35211,6.58891,6.58891,6.58891,-7.3687,-7.3687,-7.3687,-0.639767,0.266434,-0.609696,2.764049,1.557668,3.712093,1.662543,1.248066,1.926679,-0.475946,0.50737,-0.355829,0.120818,0.259795,0.271494,0.993222,-0.051003,-0.099564,-0.056236,0.948413,0.069362,0.133611,0.127644,0.974189,0.00098,0.002872,0.008094,0.000175,0.031308,0.053588,0.089964,0.013233,0.075542,0.125769,0.112491,0.97469,other
11.854054,4.142096,18.694498,-7.757451,-3.620143,4.063084,0.223625,0.161039,9.70797,7.740419,1.434518,4.297879,2.782161,1.197714,2.073133,0.588992,0.069434,9.857229,1.677167,3.869925,2.324269,-3.160275,-2.483684,-0.800307,-0.051557,0.332319,0.887019,0.766957,1.576011,0.388707,0.875761,1.255393,0.623464,0.099302,-0.045721,0.905229,3.61223,3.61223,3.61223,-5.671195,-5.671195,-5.671195,1.351724,-0.511481,9.299607,7.136995,0.337017,0.201654,2.671515,0.580531,0.449059,2.622427,-0.540413,9.334575,11.197416,11.197416,11.197416,-6.127731,-6.127731,-6.127731,-1.128099,0.67252,0.408363,5.189051,1.323351,4.858377,2.277949,1.15037,2.204173,-1.557166,0.57742,0.519446,0.090578,0.133506,0.748204,0.998233,-0.292933,-0.170968,0.031516,0.584735,-0.017835,-0.08754,0.389602,0.864276,0.009023,0.009028,0.060787,0.015358,0.09499,0.095016,0.246551,0.123926,0.006557,-0.136,0.384862,0.905701,other
2.554691,4.668836,21.692129,-8.456578,-4.786155,4.17801,-3.229302,0.297944,9.110503,5.673671,1.642448,7.225163,2.381947,1.28158,2.687966,-3.471699,0.114925,8.971348,3.008853,3.158267,0.636448,-1.010029,-8.519644,-2.805777,0.368333,-0.416186,-0.936511,0.548975,2.183645,0.571011,0.740928,1.477716,0.755652,0.197041,-0.416516,-1.044042,2.017514,2.017514,2.017514,-6.225285,-6.225285,-6.225285,-3.362326,-0.0246,8.783422,6.317715,0.916378,0.559857,2.513507,0.957276,0.748236,-4.571601,-0.152894,8.645033,3.941092,3.941092,3.941092,-7.073663,-7.073663,-7.073663,0.133024,0.322543,0.327081,2.904042,2.739204,7.826118,1.704125,1.655054,2.79752,0.138371,0.267285,0.134426,0.092482,0.256722,0.753839,0.997481,-0.290395,-0.103388,-0.03609,0.58108,-0.10774,0.127625,0.449339,0.824655,0.014545,0.009975,0.051294,0.015239,0.120601,0.099873,0.226481,0.123445,-0.142149,0.145821,0.534922,0.775601,other
3.181991,1.829226,11.866026,-1.089395,-1.139675,7.553937,1.063178,0.772058,9.689558,0.89105,0.436209,0.904077,0.943954,0.660461,0.95083,1.261783,1.010384,9.514848,0.882432,0.905396,0.419591,-0.983762,-0.94919,-1.216306,-0.025088,-0.123484,-0.399145,0.096264,0.099152,0.158713,0.310264,0.314884,0.398389,-0.014319,-0.093368,-0.390416,2.399429,2.399429,2.399429,1.086015,1.086015,1.086015,1.959656,1.482486,9.464601,0.15906,0.377509,0.022715,0.398823,0.614418,0.150716,2.142151,1.788623,9.396231,1.331253,1.331253,1.331253,-2.29591,-2.29591,-2.29591,-0.898106,-0.709781,0.217128,0.516155,0.405828,0.785291,0.718439,0.637047,0.886167,-0.772407,-0.731817,0.098509,0.074659,-0.056765,-0.047983,0.996043,0.002831,-0.153844,-0.368023,0.916128,0.044369,-0.11903,-0.256907,0.950787,0.000331,0.000985,0.011715,0.000974,0.018198,0.031385,0.108236,0.031205,0.050856,-0.136098,-0.302389,0.942451,other
47.923805,8.437425,52.659679,-15.842916,-19.566013,-9.569917,-1.545504,-6.394082,5.678065,61.49712,18.433249,57.433674,7.84201,4.293396,7.578501,-4.113364,-7.151699,4.419831,1.701251,1.404727,1.020688,-3.538751,-5.121758,-3.479556,0.112085,-0.428254,-0.520904,1.227974,1.257312,0.726803,1.10814,1.121299,0.852527,0.266329,-0.211012,-0.352537,0.415186,0.415186,0.415186,-2.253409,-2.253409,-2.253409,-0.947306,4.380303,8.434293,0.329211,3.480373,1.184011,0.573769,1.865576,1.088123,-0.959205,4.22091,8.821678,49.270695,49.270695,49.270695,-14.79165,-14.79165,-14.79165,-0.478906,-10.700369,-2.800845,61.754765,21.215658,63.560635,7.85842,4.606046,7.972492,-3.150599,-10.298904,-4.317102,0.430144,0.218583,0.890883,0.946312,0.029546,-0.090064,-0.414978,0.395004,0.192479,0.102888,0.321358,0.81968,0.017296,0.005244,0.136052,0.020237,0.131514,0.072414,0.368852,0.142258,0.162106,0.114273,0.338807,0.893337,fall
14.265089,23.370516,35.624416,-25.56846,-15.706443,-14.435082,-1.445909,-3.175423,5.508082,64.410431,28.522169,35.240612,8.025611,5.340615,5.93638,0.849968,-4.215121,4.631724,4.787953,7.828586,3.270505,-5.583317,-2.252523,-5.136223,0.54032,0.401875,0.049767,3.012032,1.968939,1.194881,1.735521,1.403189,1.093106,0.345741,0.166503,0.144707,4.513361,4.513361,4.513361,-0.561148,-0.561148,-0.561148,1.431995,7.4884,4.751146,2.80298,3.067643,9.738841,1.67421,1.751469,3.120712,1.109648,8.388433,4.300842,9.969171,9.969171,9.969171,-27.951586,-27.951586,-27.951586,-2.841817,-10.558395,0.858234,63.33054,21.525747,51.367458,7.958049,4.639585,7.167109,-1.152413,-11.447594,-0.449845,0.782635,0.201286,0.329543,0.904712,0.228352,-0.367799,-0.455988,0.603509,0.443175,-0.067965,-0.048456,0.806736,0.025901,0.031346,0.083978,0.005893,0.160937,0.177048,0.28979,0.076764,0.490091,-0.091055,-0.121326,0.79764,fall
28.103998,10.625792,23.550087,-15.263502,-9.522031,-9.912297,1.1006,1.789912,6.221691,42.66832,45.001774,31.510773,6.532099,6.708336,5.613446,0.196331,4.312089,6.069487,4.951054,2.404102,2.776315,-2.711029,-5.085716,-3.127087,0.595665,-0.500008,-0.217593,1.909297,1.445799,0.847138,1.381773,1.202414,0.920401,0.403163,-0.370448,-0.142399,4.989398,4.989398,4.989398,-2.480095,-2.480095,-2.480095,2.129893,4.371399,-5.536347,4.336152,15.673751,22.218237,2.082343,3.959009,4.713622,2.420328,5.141569,-7.770782,30.144455,30.144455,30.144455,-13.270231,-13.270231,-13.270231,-2.060097,-2.744721,12.086258,62.675056,94.184883,45.09214,7.916758,9.70489,6.715068,-2.937737,-7.22593,12.427614,0.999511,0.236084,0.34339,0.720717,-0.994265,-0.23259,-0.104596,0.00003,0.484845,-0.002724,0.146929,0.304986,0.53366,0.018171,0.02267,0.081324,0.73052,0.1348,0.150564,0.285173,0.795211,-0.023403,0.151805,0.283327,fall
18.830971,26.808695,32.784805,-19.319403,-9.155706,-7.182825,-1.396652,-2.4441,5.389177,37.122437,52.599834,41.158932,6.092818,7.252574,6.415523,-3.20354,-4.922629,3.624932,4.479466,1.668621,4.579589,-1.795952,-2.633093,-1.678115,0.824083,-0.663863,0.43428,1.874229,0.504308,0.759571,1.369025,0.710147,0.871534,0.298399,-0.570506,0.308114,7.901704,7.901704,7.901704,2.384451,2.384451,2.384451,5.414231,4.849351,-0.72738,3.288102,18.402084,21.483503,1.813312,4.289765,4.63503,5.717026,7.060123,1.751086,13.187862,13.187862,13.187862,-25.989178,-25.989178,-25.989178,-6.434916,-6.366074,6.746224,42.285099,104.112,63.474495,6.502699,10.203529,7.967088,-7.788122,-6.780847,5.379177,0.912546,0.16932,0.421621,0.762684,-0.955579,-0.195181,-0.406547,0.007784,0.328797,-0.030594,0.256382,0.503308,0.42006,0.01161,0.075453,0.069629,0.648121,0.107749,0.274687,0.263872,0.567064,-0.045741,0.39228,0.661527,fall
46.463299,5.013611,64.813019,-32.808746,-18.452677,-25.98267,-0.692161,-5.107898,5.453512,88.643898,15.863538,104.623428,9.415089,3.982906,10.228559,-3.354379,-6.557919,3.538738,3.035381,1.636245,2.778147,-7.015185,-4.407045,-4.654861,0.269103,-0.532812,-0.478855,2.123495,1.202332,1.140681,1.457222,1.096509,1.068026,-0.062011,-0.299282,-0.105442,6.100986,6.100986,6.100986,-0.571573,-0.571573,-0.571573,3.933248,0.158229,-8.220623,4.364709,8.073669,0.769294,2.089189,2.84142,0.877094,4.307998,1.673401,-7.798275,44.960667,44.960667,44.960667,-33.882511,-33.882511,-33.882511,-4.740443,-3.798906,14.157633,97.019913,39.786385,90.890015,9.849869,6.307645,9.533625,-7.018056,-4.166268,12.517755,0.938893,0.655787,0.357325,0.346853,-0.869682,-0.822568,-0.352706,0.00969,0.328471,-0.257746,0.092808,0.175233,0.457892,0.293282,0.033855,0.008043,0.676677,0.541555,0.183997,0.089685,0.632212,-0.458514,0.104841,0.152228,fall
