@relation myInstances

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute label {other,fall,run}

@data
6.529187,3.033546,14.703241,-1.822043,-2.317658,5.413455,2.197681,0.873647,9.547554,3.445237,1.446245,5.729321,1.856135,1.202599,2.3936,1.903448,0.818842,8.971348,1.00853,1.605701,1.533204,-1.679888,-1.185342,-1.496688,0.069306,0.034532,0.234236,0.302091,0.349971,0.503111,0.549628,0.591583,0.709303,0.056191,0.111525,0.282763,-5.676489,-5.676489,-5.676489,-8.980721,-8.980721,-8.980721,-7.473646,-6.060402,-1.239149,0.639108,1.005805,0.426457,0.799442,1.002898,0.653037,-7.293354,-6.29506,-1.236757,15.507137,15.507137,15.507137,5.637095,5.637095,5.637095,9.670896,6.927896,10.795633,4.864019,3.042095,6.595386,2.205452,1.74416,2.568148,9.221275,7.055428,10.40538,0.615006,0.599753,0.67998,0.120398,-0.611761,-0.606051,-0.698512,0.00119,0.333292,0.33119,-0.427198,0.053207,0.19011,0.155757,0.253054,0.000976,0.436016,0.394661,0.503045,0.031242,0.494118,0.482217,-0.658478,0.056763,other
5.38233,3.715914,18.591543,-1.261783,-1.613741,2.073442,1.827933,1.40113,9.413666,3.283934,1.793919,13.036839,1.812163,1.339373,3.610656,1.596981,1.429382,8.73192,1.199731,1.801178,1.875288,-1.309093,-2.691125,-1.180259,-0.023808,-0.056799,-0.040238,0.270665,0.613995,0.671042,0.520254,0.783578,0.819172,-0.069036,-0.115106,-0.246247,-7.318558,-7.318558,-7.318558,-9.299263,-9.299263,-9.299263,-8.34796,-4.913848,-0.870506,0.353299,1.006562,0.23398,0.594389,1.003276,0.483715,-8.294508,-5.210661,-0.916171,14.599573,14.599573,14.599573,6.080715,6.080715,6.080715,10.175893,6.314977,10.284172,5.406516,2.520304,12.621534,2.325192,1.587546,3.55268,9.777452,6.248996,9.617265,0.680811,0.575823,0.69588,0.228459,-0.652411,-0.455858,-0.701062,0.000314,0.185403,0.125692,-0.219699,0.052321,0.347779,0.151424,0.407127,0.00157,0.589728,0.389132,0.638065,0.039619,0.581098,0.316677,-0.657524,0.049741,other
12.569942,3.794926,26.844608,-8.447001,-2.463709,-4.498842,-2.721692,0.398958,8.44001,12.644518,2.099133,13.320334,3.555913,1.448839,3.649703,-3.529161,0.244216,8.674458,2.031118,7.071723,1.469063,-2.638946,-6.085702,-2.16192,-0.053019,0.544855,0.247229,0.966197,3.797499,0.520492,0.982953,1.948717,0.721452,-0.168607,0.405962,0.308419,-6.455555,-6.455555,-6.455555,-9.744182,-9.744182,-9.744182,-8.197583,-1.610663,-4.215935,0.615755,2.237491,5.834812,0.7847,1.495824,2.415535,-8.127187,-1.206725,-5.459825,22.182377,22.182377,22.182377,-1.991446,-1.991446,-1.991446,5.492962,2.007394,12.681348,18.074322,5.138871,17.583427,4.251391,2.266908,4.19326,4.507575,1.925358,12.234432,0.814674,0.620311,-0.305468,0.426429,0.421751,0.418941,-0.694283,0.153035,0.652944,0.525003,-0.457277,0.24565,0.009729,0.003392,0.010971,0.004786,0.098635,0.058239,0.104744,0.069179,0.669959,0.536363,-0.430453,0.234485,other
-1.606558,3.253819,14.46142,-9.703996,-1.48445,3.48367,-4.989693,1.126865,8.717962,2.99022,1.855853,7.650919,1.729225,1.362297,2.766029,-4.743058,0.943344,8.79896,1.404371,1.923351,1.863682,-1.7874,-1.400366,-0.676296,-0.317604,-0.162705,0.579594,0.701434,0.316195,0.469757,0.837516,0.562312,0.685388,-0.3537,-0.179858,0.519168,1.362376,1.362376,1.362376,-6.198102,-6.198102,-6.198102,-2.082601,7.945387,-3.745511,6.179317,5.801841,2.841767,2.485823,2.408701,1.685754,-2.400768,8.892566,-3.430136,1.198382,1.198382,1.198382,-6.69283,-6.69283,-6.69283,-2.902614,-6.821155,12.461557,4.245305,4.899968,8.288417,2.060414,2.213587,2.878961,-3.602214,-6.937028,12.667986,0.827822,0.470165,0.20802,0.610009,0.750409,0.13893,-0.283127,0.180788,0.788747,0.244048,0.019471,0.525419,0.000597,0.008784,0.021136,0.011779,0.024436,0.093721,0.145382,0.108532,0.789234,0.211337,-0.009099,0.563602,other
2.377515,3.668029,17.657776,-6.739883,-1.556279,1.810072,-1.597867,1.129164,9.257511,3.950673,1.239966,10.008979,1.98763,1.113538,3.163697,-1.278543,1.340794,9.232324,2.027453,5.177431,1.431189,-1.800228,-3.609866,-2.146648,-0.021639,-0.234017,-0.165924,0.644868,1.374449,0.524939,0.803037,1.172369,0.724527,0.025037,-0.230559,-0.070317,1.377555,1.377555,1.377555,-5.804558,-5.804558,-5.804558,-2.505847,8.740039,-2.248895,7.081306,0.34375,1.105168,2.661072,0.586302,1.051269,-4.175669,8.731088,-2.225918,7.554981,7.554981,7.554981,-7.615688,-7.615688,-7.615688,0.906064,-7.611067,11.510931,16.928015,1.261633,8.717059,4.114367,1.123224,2.952467,1.787467,-7.631714,10.943242,0.8236,0.340949,0.268159,0.66664,0.681683,-0.123251,-0.380196,0.505451,0.752484,0.183135,-0.032266,0.578437,0.000911,0.014131,0.048854,0.001355,0.03019,0.118873,0.221029,0.036812,0.745233,0.221009,-0.069937,0.584708,other
4.659259,3.71352,15.191673,-0.703917,-0.725465,5.877944,1.146618,1.521514,9.351606,1.008899,1.064904,4.349577,1.00444,1.031942,2.085564,0.931373,1.522759,8.729526,0.870474,1.468868,1.732957,-1.178367,-0.966041,-0.84856,0.102605,0.075881,0.440574,0.191231,0.236374,0.395133,0.4373,0.486183,0.628596,0.161871,0.091366,0.329189,4.193199,4.193199,4.193199,-5.19738,-5.19738,-5.19738,-3.019485,8.799088,-1.636538,6.095021,0.203135,0.722529,2.46881,0.450705,0.850017,-3.732332,8.915401,-1.824388,8.086209,8.086209,8.086209,-3.463015,-3.463015,-3.463015,4.159758,-7.277479,10.971049,8.894593,1.449424,4.065735,2.98238,1.20392,2.016367,5.294905,-7.235709,10.722888,0.75891,-0.128806,-0.257909,0.547225,0.494777,-0.623877,-0.593478,0.336983,0.644338,-0.37217,-0.479171,0.420658,0.00637,0.023689,0.006952,0.003149,0.079811,0.153911,0.083378,0.056114,0.599744,-0.393727,-0.492198,0.409043,other
4.826858,2.956929,14.420717,-0.574626,-2.554691,5.648094,2.006259,1.189811,9.501177,0.948346,1.386997,5.051636,0.973831,1.177708,2.247585,1.834015,1.412622,9.478934,0.861922,1.288051,1.562526,-0.788636,-0.690541,-0.563896,-0.037149,-0.001228,0.270478,0.148944,0.145742,0.16991,0.385933,0.381762,0.412202,-0.054986,-0.02653,0.276043,8.53535,8.53535,8.53535,4.464198,4.464198,4.464198,7.499396,5.6138,-2.418164,1.1457,1.360447,0.086548,1.070374,1.166382,0.294191,8.063288,5.103427,-2.410139,-2.727895,-2.727895,-2.727895,-8.946524,-8.946524,-8.946524,-5.493138,-4.423989,11.919341,1.687238,1.476254,5.191639,1.298937,1.215012,2.278517,-5.556448,-4.425084,11.646592,0.557915,-0.548482,0.163451,0.643551,0.437574,-0.667923,-0.24571,0.551172,0.479803,-0.624722,0.008546,0.601173,0.001542,0.00129,0.014985,0.000393,0.039266,0.035918,0.122413,0.019816,0.463676,-0.640821,0.035635,0.601977,other
4.422225,4.254626,22.283516,-4.233078,-3.438179,4.197164,0.687492,1.036529,9.249084,3.819213,2.314294,8.221078,1.954281,1.52128,2.867242,0.119714,1.063058,8.684034,2.140463,4.589778,2.99928,-2.254712,-2.763207,-2.286536,0.160337,0.146106,0.155416,0.459583,0.957972,0.642542,0.677925,0.97876,0.801587,0.078793,0.127408,0.110499,9.734974,9.734974,9.734974,8.1189,8.1189,8.1189,9.244742,2.024262,-0.325568,0.253686,2.631114,3.681978,0.503672,1.622071,1.918848,9.556711,1.773376,0.723436,-4.369657,-4.369657,-4.369657,-13.936192,-13.936192,-13.936192,-8.55725,-0.987733,9.574652,5.231936,7.047226,11.407874,2.287343,2.654661,3.377554,-9.483678,-0.628188,9.071937,0.557587,-0.495965,0.447812,0.664511,0.341013,-0.621315,0.141657,0.531914,0.447104,-0.556669,0.309316,0.612855,0.00522,0.001665,0.011199,0.001055,0.072249,0.04081,0.105826,0.032482,0.437535,-0.555759,0.322837,0.626262,other
4.27378,5.813299,16.295435,-5.657671,-1.738243,0.095771,-0.398814,2.007145,9.520858,3.30315,1.632148,6.972215,1.817457,1.277555,2.640495,-0.277736,2.310475,9.577099,3.279727,4.40774,1.100711,-3.879614,-6.149844,-2.93833,-0.03988,-0.127818,-0.169956,1.321511,2.404117,0.677967,1.14957,1.550521,0.823388,-0.078199,0.033945,0.067127,9.769483,9.769483,9.769483,8.025777,8.025777,8.025777,9.010761,3.130071,0.632177,0.387969,3.324989,1.114567,0.622872,1.823455,1.05573,9.306303,2.827887,0.768115,-5.410357,-5.410357,-5.410357,-15.023619,-15.023619,-15.023619,-9.362839,-1.130516,8.870724,3.488951,5.624886,8.336941,1.867874,2.371684,2.887376,-9.099279,-0.761588,8.988867,0.57749,-0.415592,0.41443,0.738097,0.360034,-0.576911,0.170884,0.565208,0.471308,-0.490899,0.30302,0.656244,0.003311,0.001391,0.008549,0.001302,0.057538,0.037294,0.092463,0.036086,0.472942,-0.488604,0.343799,0.649442,other
28.57567,4.345609,17.346521,-1.070241,-15.474198,-6.505245,4.697376,-3.430565,3.871159,37.236366,24.866684,23.393547,6.102161,4.986651,4.836688,2.075836,-3.842811,3.234665,2.758659,1.544615,7.831224,-1.777627,-6.312334,-1.708047,0.476118,-1.267063,1.066112,0.870182,3.982301,3.751714,0.932836,1.99557,1.936934,0.417823,-0.494453,0.568037,9.399132,9.399132,9.399132,-7.673722,-7.673722,-7.673722,0.972683,-1.769895,-1.605759,44.177757,31.58176,14.657541,6.646635,5.619765,3.828517,-0.738429,-5.881722,-0.892357,26.454535,26.454535,26.454535,-10.076212,-10.076212,-10.076212,3.534133,-1.73336,5.489919,104.575134,12.852998,43.748875,10.226198,3.585108,6.614293,6.484102,-2.433553,6.614199,0.615892,0.920679,0.342328,0.785298,-0.259669,-0.900591,-0.410335,0.018048,0.141418,0.144147,-0.065806,0.531137,0.145419,0.40114,0.083554,0.049467,0.381338,0.633356,0.289057,0.222411,-0.139857,0.505186,-0.290298,0.630711,other
13.276254,-1.405439,12.229956,-11.526039,-36.764091,-17.997765,-0.022493,-10.121572,-1.02084,9.601112,20.14159,20.825052,3.098566,4.487938,4.563447,-0.244216,-9.960183,-0.600963,3.179545,4.729056,3.808677,-4.250409,-3.352692,-0.935913,-0.167196,-0.133554,0.099186,2.947972,2.811363,0.763734,1.716966,1.676712,0.873919,0.114834,-0.107165,-0.019005,6.961454,6.961454,6.961454,-8.862534,-8.862534,-8.862534,-2.338654,-3.280041,6.665164,29.360867,3.974785,2.541029,5.418567,1.993686,1.594061,-4.231961,-3.434927,6.7049,21.976564,21.976564,21.976564,-14.165827,-14.165827,-14.165827,2.888619,-7.169796,-7.225161,48.440567,36.26371,24.053999,6.959926,6.021936,4.904488,3.521092,-7.677441,-7.090896,0.143247,0.526866,-0.127848,0.975707,-0.502424,-0.311454,-0.319151,0.789407,-0.150329,0.168083,-0.20025,0.891921,0.030452,0.079973,0.001681,0.002566,0.174504,0.282795,0.040995,0.050658,-0.14347,0.267252,-0.199179,0.896439,other
8.605023,-1.529942,8.607418,-8.885154,-22.297882,-14.935486,-0.627163,-9.995801,-1.067436,7.964403,17.168886,20.165596,2.822127,4.143535,4.490612,-0.671594,-9.862018,-0.408224,3.20398,3.931876,0.855754,-4.042715,-3.307488,-0.740436,-0.129317,-0.018278,-0.040648,3.382658,2.080969,0.136636,1.8392,1.442556,0.369643,0.25289,0.201933,-0.024502,7.262173,7.262173,7.262173,2.924568,2.924568,2.924568,4.891092,-4.467615,6.461247,1.720005,3.471387,5.455278,1.31149,1.863166,2.335654,4.671927,-4.835825,7.031847,1.727019,1.727019,1.727019,-15.331432,-15.331432,-15.331432,-5.432629,-5.768102,-7.352707,13.676415,23.296108,24.448387,3.698164,4.826604,4.944531,-5.102639,-5.728652,-7.922363,-0.103861,-0.116343,-0.239946,0.956187,-0.583681,-0.2896,-0.340013,0.715151,-0.336539,-0.179135,-0.288127,0.860537,0.022667,0.002808,0.000698,0.00525,0.150556,0.05299,0.026426,0.072456,-0.339771,-0.162604,-0.289336,0.879696,other
6.756643,-1.144463,18.014524,-14.267484,-23.60276,-19.767134,-0.627954,-10.150777,-1.061505,8.863434,17.011997,21.232212,2.977152,4.12456,4.607842,-0.670397,-10.143345,-0.754197,2.792257,3.300242,0.936389,-3.830744,-3.486471,-1.003719,-0.345942,-0.122772,-0.0608,3.944228,1.815289,0.143592,1.986008,1.347327,0.378936,0.177753,0.081593,-0.066652,6.927813,6.927813,6.927813,2.660823,2.660823,2.660823,5.607872,-4.945113,-1.564592,0.890113,2.415884,34.895741,0.943458,1.554312,5.907262,5.810166,-5.287489,-3.67336,2.05917,2.05917,2.05917,-14.632351,-14.632351,-14.632351,-5.865687,-5.729522,0.936693,8.203108,9.806603,47.16214,2.864107,3.13155,6.86747,-6.05188,-5.404001,1.936043,-0.198227,-0.234303,0.249555,0.936538,-0.540764,-0.898443,-0.292771,0.170224,-0.374367,-0.608974,0.015946,0.579564,0.006398,0.063068,0.028567,0.05636,0.079988,0.251133,0.169017,0.237402,-0.398004,-0.745224,0.051976,0.526847,other
